param_id,param_apsim,value,group_id,set_id,set_script,set_pdes,set_pcat,do_manually
4,moistLim,2,kill,1202,xf,"1-2, wet pen 10%",wet,N
5,tempLim,2,kill,1202,xf,"1-2, wet pen 10%",wet,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1202,xf,"1-2, wet pen 10%",wet,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1202,xf,"1-2, wet pen 10%",wet,N
8,xTempString,"-3.5, 0",kill,1202,xf,"1-2, wet pen 10%",wet,N
9,yTempString,"0, 0",kill,1202,xf,"1-2, wet pen 10%",wet,N
10,moistDaysBefore,14,rue,1202,xf,"1-2, wet pen 10%",wet,N
11,moistDaysAfter,1,rue,1202,xf,"1-2, wet pen 10%",wet,N
12,moistMaxLayers,2,rue,1202,xf,"1-2, wet pen 10%",wet,N
13,coldStage,4,rue,1202,xf,"1-2, wet pen 10%",wet,N
14,coldTT,4,rue,1202,xf,"1-2, wet pen 10%",wet,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1202,xf,"1-2, wet pen 10%",wet,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1202,xf,"1-2, wet pen 10%",wet,N
17,xMoistureString,"0, 1, 2",rue,1202,xf,"1-2, wet pen 10%",wet,N
18,yMoistureString,"1, 1, 1",rue,1202,xf,"1-2, wet pen 10%",wet,N
19,xTTString,"0, 15, 100",rue,1202,xf,"1-2, wet pen 10%",wet,N
20,yTTString,"1, 1, 1",rue,1202,xf,"1-2, wet pen 10%",wet,N
21,moistDaysBefore,14,xf,1202,xf,"1-2, wet pen 10%",wet,N
22,moistDaysAfter,1,xf,1202,xf,"1-2, wet pen 10%",wet,N
23,moistMaxLayers,2,xf,1202,xf,"1-2, wet pen 10%",wet,N
24,coldStage,4,xf,1202,xf,"1-2, wet pen 10%",wet,N
25,coldTT,4,xf,1202,xf,"1-2, wet pen 10%",wet,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1202,xf,"1-2, wet pen 10%",wet,N
27,ySurfaceOMString,"1, 1, 1",xf,1202,xf,"1-2, wet pen 10%",wet,N
28,xMoistureString,"0, 1, 2",xf,1202,xf,"1-2, wet pen 10%",wet,N
29,yMoistureString,"1, 1, 0.90",xf,1202,xf,"1-2, wet pen 10%",wet,N
30,xTTString,"1, 15, 100",xf,1202,xf,"1-2, wet pen 10%",wet,N
31,yTTString,"1, 1, 1",xf,1202,xf,"1-2, wet pen 10%",wet,N
1,startStage,1,kill,1203,xf,"1-2, wet pen 50%",wet,N
2,endStage,3.5,kill,1203,xf,"1-2, wet pen 50%",wet,N
3,maxLayer,3,kill,1203,xf,"1-2, wet pen 50%",wet,N
4,moistLim,2,kill,1203,xf,"1-2, wet pen 50%",wet,N
5,tempLim,2,kill,1203,xf,"1-2, wet pen 50%",wet,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1203,xf,"1-2, wet pen 50%",wet,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1203,xf,"1-2, wet pen 50%",wet,N
8,xTempString,"-3.5, 0",kill,1203,xf,"1-2, wet pen 50%",wet,N
9,yTempString,"0, 0",kill,1203,xf,"1-2, wet pen 50%",wet,N
10,moistDaysBefore,14,rue,1203,xf,"1-2, wet pen 50%",wet,N
11,moistDaysAfter,1,rue,1203,xf,"1-2, wet pen 50%",wet,N
12,moistMaxLayers,2,rue,1203,xf,"1-2, wet pen 50%",wet,N
13,coldStage,4,rue,1203,xf,"1-2, wet pen 50%",wet,N
14,coldTT,4,rue,1203,xf,"1-2, wet pen 50%",wet,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1203,xf,"1-2, wet pen 50%",wet,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1203,xf,"1-2, wet pen 50%",wet,N
17,xMoistureString,"0, 1, 2",rue,1203,xf,"1-2, wet pen 50%",wet,N
18,yMoistureString,"1, 1, 1",rue,1203,xf,"1-2, wet pen 50%",wet,N
19,xTTString,"0, 15, 100",rue,1203,xf,"1-2, wet pen 50%",wet,N
20,yTTString,"1, 1, 1",rue,1203,xf,"1-2, wet pen 50%",wet,N
21,moistDaysBefore,14,xf,1203,xf,"1-2, wet pen 50%",wet,N
22,moistDaysAfter,1,xf,1203,xf,"1-2, wet pen 50%",wet,N
23,moistMaxLayers,2,xf,1203,xf,"1-2, wet pen 50%",wet,N
24,coldStage,4,xf,1203,xf,"1-2, wet pen 50%",wet,N
25,coldTT,4,xf,1203,xf,"1-2, wet pen 50%",wet,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1203,xf,"1-2, wet pen 50%",wet,N
27,ySurfaceOMString,"1, 1, 1",xf,1203,xf,"1-2, wet pen 50%",wet,N
28,xMoistureString,"0, 1, 2",xf,1203,xf,"1-2, wet pen 50%",wet,N
29,yMoistureString,"1, 1, 0.50",xf,1203,xf,"1-2, wet pen 50%",wet,N
30,xTTString,"1, 15, 100",xf,1203,xf,"1-2, wet pen 50%",wet,N
31,yTTString,"1, 1, 1",xf,1203,xf,"1-2, wet pen 50%",wet,N
1,startStage,1,kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
2,endStage,3.5,kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
3,maxLayer,3,kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
4,moistLim,2,kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
5,tempLim,2,kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
8,xTempString,"-3.5, 0",kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
9,yTempString,"0, 0",kill,1204,xf,"0-5, 15, cold pen 10%",cold,N
10,moistDaysBefore,14,rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
11,moistDaysAfter,1,rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
12,moistMaxLayers,2,rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
13,coldStage,4,rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
14,coldTT,4,rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
17,xMoistureString,"0, 1, 2",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
18,yMoistureString,"1, 1, 1",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
19,xTTString,"0, 15, 100",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
20,yTTString,"1, 1, 1",rue,1204,xf,"0-5, 15, cold pen 10%",cold,N
21,moistDaysBefore,14,xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
22,moistDaysAfter,1,xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
23,moistMaxLayers,2,xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
24,coldStage,4,xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
25,coldTT,4,xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
27,ySurfaceOMString,"1, 1, 1",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
28,xMoistureString,"0, 1, 2",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
29,yMoistureString,"1, 1, 1",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
30,xTTString,"0, 5, 15",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
31,yTTString,"1, 0.9, 0.9",xf,1204,xf,"0-5, 15, cold pen 10%",cold,N
1,startStage,1,kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
2,endStage,3.5,kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
3,maxLayer,3,kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
4,moistLim,2,kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
5,tempLim,2,kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
8,xTempString,"-3.5, 0",kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
9,yTempString,"0, 0",kill,1205,xf,"0-5, 15, cold pen 20%",cold,N
10,moistDaysBefore,14,rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
11,moistDaysAfter,1,rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
12,moistMaxLayers,2,rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
13,coldStage,4,rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
14,coldTT,4,rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
17,xMoistureString,"0, 1, 2",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
18,yMoistureString,"1, 1, 1",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
19,xTTString,"0, 15, 100",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
20,yTTString,"1, 1, 1",rue,1205,xf,"0-5, 15, cold pen 20%",cold,N
21,moistDaysBefore,14,xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
22,moistDaysAfter,1,xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
23,moistMaxLayers,2,xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
24,coldStage,4,xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
25,coldTT,4,xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
27,ySurfaceOMString,"1, 1, 1",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
28,xMoistureString,"0, 1, 2",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
29,yMoistureString,"1, 1, 1",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
30,xTTString,"0, 5, 15",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
31,yTTString,"1, 0.8, 0.8",xf,1205,xf,"0-5, 15, cold pen 20%",cold,N
1,startStage,1,kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
2,endStage,3.5,kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
3,maxLayer,3,kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
4,moistLim,2,kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
5,tempLim,2,kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
8,xTempString,"-3.5, 0",kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
9,yTempString,"0, 0",kill,1206,xf,"0-10, 15, cold pen 20%",cold,N
10,moistDaysBefore,14,rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
11,moistDaysAfter,1,rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
12,moistMaxLayers,2,rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
13,coldStage,4,rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
14,coldTT,4,rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
17,xMoistureString,"0, 1, 2",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
18,yMoistureString,"1, 1, 1",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
19,xTTString,"0, 15, 100",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
20,yTTString,"1, 1, 1",rue,1206,xf,"0-10, 15, cold pen 20%",cold,N
21,moistDaysBefore,14,xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
22,moistDaysAfter,1,xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
23,moistMaxLayers,2,xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
24,coldStage,4,xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
25,coldTT,4,xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
27,ySurfaceOMString,"1, 1, 1",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
28,xMoistureString,"0, 1, 2",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
29,yMoistureString,"1, 1, 1",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
30,xTTString,"0, 10, 15",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
31,yTTString,"1, 0.8, 0.8",xf,1206,xf,"0-10, 15, cold pen 20%",cold,N
1,startStage,1,kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
2,endStage,3.5,kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
3,maxLayer,3,kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
4,moistLim,2,kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
5,tempLim,2,kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
8,xTempString,"-3.5, 0",kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
9,yTempString,"0, 0",kill,1207,xf,"0-5, 15, cold pen 50%",cold,N
10,moistDaysBefore,14,rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
11,moistDaysAfter,1,rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
12,moistMaxLayers,2,rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
13,coldStage,4,rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
14,coldTT,4,rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
17,xMoistureString,"0, 1, 2",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
18,yMoistureString,"1, 1, 1",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
19,xTTString,"0, 15, 100",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
20,yTTString,"1, 1, 1",rue,1207,xf,"0-5, 15, cold pen 50%",cold,N
21,moistDaysBefore,14,xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
22,moistDaysAfter,1,xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
23,moistMaxLayers,2,xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
24,coldStage,4,xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
25,coldTT,4,xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
27,ySurfaceOMString,"1, 1, 1",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
28,xMoistureString,"0, 1, 2",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
29,yMoistureString,"1, 1, 1",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
30,xTTString,"0, 5, 15",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
31,yTTString,"1, 0.5, 0.5",xf,1207,xf,"0-5, 15, cold pen 50%",cold,N
1,startStage,1,kill,1208,xf,constant xf pen 50%,flat,N
2,endStage,3.5,kill,1208,xf,constant xf pen 50%,flat,N
3,maxLayer,3,kill,1208,xf,constant xf pen 50%,flat,N
4,moistLim,2,kill,1208,xf,constant xf pen 50%,flat,N
5,tempLim,2,kill,1208,xf,constant xf pen 50%,flat,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1208,xf,constant xf pen 50%,flat,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1208,xf,constant xf pen 50%,flat,N
8,xTempString,"-3.5, 0",kill,1208,xf,constant xf pen 50%,flat,N
9,yTempString,"0, 0",kill,1208,xf,constant xf pen 50%,flat,N
10,moistDaysBefore,14,rue,1208,xf,constant xf pen 50%,flat,N
11,moistDaysAfter,1,rue,1208,xf,constant xf pen 50%,flat,N
12,moistMaxLayers,2,rue,1208,xf,constant xf pen 50%,flat,N
13,coldStage,4,rue,1208,xf,constant xf pen 50%,flat,N
14,coldTT,4,rue,1208,xf,constant xf pen 50%,flat,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1208,xf,constant xf pen 50%,flat,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1208,xf,constant xf pen 50%,flat,N
17,xMoistureString,"0, 1, 2",rue,1208,xf,constant xf pen 50%,flat,N
18,yMoistureString,"1, 1, 1",rue,1208,xf,constant xf pen 50%,flat,N
19,xTTString,"0, 15, 100",rue,1208,xf,constant xf pen 50%,flat,N
20,yTTString,"1, 1, 1",rue,1208,xf,constant xf pen 50%,flat,N
21,moistDaysBefore,14,xf,1208,xf,constant xf pen 50%,flat,N
22,moistDaysAfter,1,xf,1208,xf,constant xf pen 50%,flat,N
23,moistMaxLayers,2,xf,1208,xf,constant xf pen 50%,flat,N
24,coldStage,4,xf,1208,xf,constant xf pen 50%,flat,N
25,coldTT,4,xf,1208,xf,constant xf pen 50%,flat,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1208,xf,constant xf pen 50%,flat,N
27,ySurfaceOMString,"1, 1, 1",xf,1208,xf,constant xf pen 50%,flat,N
28,xMoistureString,"0, 1, 2",xf,1208,xf,constant xf pen 50%,flat,N
29,yMoistureString,"0.5, 0.5, 0.5",xf,1208,xf,constant xf pen 50%,flat,N
30,xTTString,"0, 5, 15",xf,1208,xf,constant xf pen 50%,flat,N
31,yTTString,"1, 1, 1",xf,1208,xf,constant xf pen 50%,flat,N
1,startStage,1,kill,1209,xf,constant xf pen 20%,flat,N
2,endStage,3.5,kill,1209,xf,constant xf pen 20%,flat,N
3,maxLayer,3,kill,1209,xf,constant xf pen 20%,flat,N
4,moistLim,2,kill,1209,xf,constant xf pen 20%,flat,N
5,tempLim,2,kill,1209,xf,constant xf pen 20%,flat,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1209,xf,constant xf pen 20%,flat,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1209,xf,constant xf pen 20%,flat,N
8,xTempString,"-3.5, 0",kill,1209,xf,constant xf pen 20%,flat,N
9,yTempString,"0, 0",kill,1209,xf,constant xf pen 20%,flat,N
10,moistDaysBefore,14,rue,1209,xf,constant xf pen 20%,flat,N
11,moistDaysAfter,1,rue,1209,xf,constant xf pen 20%,flat,N
12,moistMaxLayers,2,rue,1209,xf,constant xf pen 20%,flat,N
13,coldStage,4,rue,1209,xf,constant xf pen 20%,flat,N
14,coldTT,4,rue,1209,xf,constant xf pen 20%,flat,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1209,xf,constant xf pen 20%,flat,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1209,xf,constant xf pen 20%,flat,N
17,xMoistureString,"0, 1, 2",rue,1209,xf,constant xf pen 20%,flat,N
18,yMoistureString,"1, 1, 1",rue,1209,xf,constant xf pen 20%,flat,N
19,xTTString,"0, 15, 100",rue,1209,xf,constant xf pen 20%,flat,N
20,yTTString,"1, 1, 1",rue,1209,xf,constant xf pen 20%,flat,N
21,moistDaysBefore,14,xf,1209,xf,constant xf pen 20%,flat,N
22,moistDaysAfter,1,xf,1209,xf,constant xf pen 20%,flat,N
23,moistMaxLayers,2,xf,1209,xf,constant xf pen 20%,flat,N
24,coldStage,4,xf,1209,xf,constant xf pen 20%,flat,N
25,coldTT,4,xf,1209,xf,constant xf pen 20%,flat,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1209,xf,constant xf pen 20%,flat,N
27,ySurfaceOMString,"1, 1, 1",xf,1209,xf,constant xf pen 20%,flat,N
28,xMoistureString,"0, 1, 2",xf,1209,xf,constant xf pen 20%,flat,N
29,yMoistureString,"0.8, 0.8, 0.8",xf,1209,xf,constant xf pen 20%,flat,N
30,xTTString,"0, 5, 15",xf,1209,xf,constant xf pen 20%,flat,N
31,yTTString,"1, 1, 1",xf,1209,xf,constant xf pen 20%,flat,N
1,startStage,1,kill,2001,combo,all dyn (resrue10%),combo,Y
2,endStage,3.5,kill,2001,combo,all dyn (resrue10%),combo,Y
3,maxLayer,3,kill,2001,combo,all dyn (resrue10%),combo,Y
4,moistLim,2,kill,2001,combo,all dyn (resrue10%),combo,Y
5,tempLim,2,kill,2001,combo,all dyn (resrue10%),combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2001,combo,all dyn (resrue10%),combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2001,combo,all dyn (resrue10%),combo,Y
8,xTempString,"-3.5, 0",kill,2001,combo,all dyn (resrue10%),combo,Y
9,yTempString,"0.1, 0",kill,2001,combo,all dyn (resrue10%),combo,Y
10,moistDaysBefore,14,rue,2001,combo,all dyn (resrue10%),combo,Y
11,moistDaysAfter,1,rue,2001,combo,all dyn (resrue10%),combo,Y
12,moistMaxLayers,2,rue,2001,combo,all dyn (resrue10%),combo,Y
13,coldStage,4,rue,2001,combo,all dyn (resrue10%),combo,Y
14,coldTT,4,rue,2001,combo,all dyn (resrue10%),combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2001,combo,all dyn (resrue10%),combo,Y
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,2001,combo,all dyn (resrue10%),combo,Y
17,xMoistureString,"0, 1, 2",rue,2001,combo,all dyn (resrue10%),combo,Y
18,yMoistureString,"1, 1, 1",rue,2001,combo,all dyn (resrue10%),combo,Y
19,xTTString,"0, 15, 100",rue,2001,combo,all dyn (resrue10%),combo,Y
20,yTTString,"1, 1, 1",rue,2001,combo,all dyn (resrue10%),combo,Y
21,moistDaysBefore,14,xf,2001,combo,all dyn (resrue10%),combo,Y
22,moistDaysAfter,1,xf,2001,combo,all dyn (resrue10%),combo,Y
23,moistMaxLayers,2,xf,2001,combo,all dyn (resrue10%),combo,Y
24,coldStage,4,xf,2001,combo,all dyn (resrue10%),combo,Y
25,coldTT,4,xf,2001,combo,all dyn (resrue10%),combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2001,combo,all dyn (resrue10%),combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2001,combo,all dyn (resrue10%),combo,Y
28,xMoistureString,"0, 1, 2",xf,2001,combo,all dyn (resrue10%),combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2001,combo,all dyn (resrue10%),combo,Y
30,xTTString,"1, 5, 20",xf,2001,combo,all dyn (resrue10%),combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2001,combo,all dyn (resrue10%),combo,Y
1,startStage,1,kill,2002,combo,all dyn (resrue5%),combo,Y
2,endStage,3.5,kill,2002,combo,all dyn (resrue5%),combo,Y
3,maxLayer,3,kill,2002,combo,all dyn (resrue5%),combo,Y
4,moistLim,2,kill,2002,combo,all dyn (resrue5%),combo,Y
5,tempLim,2,kill,2002,combo,all dyn (resrue5%),combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2002,combo,all dyn (resrue5%),combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2002,combo,all dyn (resrue5%),combo,Y
8,xTempString,"-3.5, 0",kill,2002,combo,all dyn (resrue5%),combo,Y
9,yTempString,"0.1, 0",kill,2002,combo,all dyn (resrue5%),combo,Y
10,moistDaysBefore,14,rue,2002,combo,all dyn (resrue5%),combo,Y
11,moistDaysAfter,1,rue,2002,combo,all dyn (resrue5%),combo,Y
12,moistMaxLayers,2,rue,2002,combo,all dyn (resrue5%),combo,Y
13,coldStage,4,rue,2002,combo,all dyn (resrue5%),combo,Y
14,coldTT,4,rue,2002,combo,all dyn (resrue5%),combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2002,combo,all dyn (resrue5%),combo,Y
16,ySurfaceOMString,"1, 1, 0.95, 0.95",rue,2002,combo,all dyn (resrue5%),combo,Y
17,xMoistureString,"0, 1, 2",rue,2002,combo,all dyn (resrue5%),combo,Y
18,yMoistureString,"1, 1, 1",rue,2002,combo,all dyn (resrue5%),combo,Y
19,xTTString,"0, 15, 100",rue,2002,combo,all dyn (resrue5%),combo,Y
20,yTTString,"1, 1, 1",rue,2002,combo,all dyn (resrue5%),combo,Y
21,moistDaysBefore,14,xf,2002,combo,all dyn (resrue5%),combo,Y
22,moistDaysAfter,1,xf,2002,combo,all dyn (resrue5%),combo,Y
23,moistMaxLayers,2,xf,2002,combo,all dyn (resrue5%),combo,Y
24,coldStage,4,xf,2002,combo,all dyn (resrue5%),combo,Y
25,coldTT,4,xf,2002,combo,all dyn (resrue5%),combo,Y
26,xSurfaceOMString,"0, 2500, 10000",xf,2002,combo,all dyn (resrue5%),combo,Y
27,ySurfaceOMString,"1, 1, 1",xf,2002,combo,all dyn (resrue5%),combo,Y
28,xMoistureString,"0, 1, 2",xf,2002,combo,all dyn (resrue5%),combo,Y
29,yMoistureString,"1, 1, 0.5",xf,2002,combo,all dyn (resrue5%),combo,Y
30,xTTString,"1, 5, 20",xf,2002,combo,all dyn (resrue5%),combo,Y
31,yTTString,"1, 0.5, 0.5",xf,2002,combo,all dyn (resrue5%),combo,Y
1,startStage,1,kill,2003,combo,dyn kill + dyn xf,combo,Y
2,endStage,3.5,kill,2003,combo,dyn kill + dyn xf,combo,Y
3,maxLayer,3,kill,2003,combo,dyn kill + dyn xf,combo,Y
4,moistLim,2,kill,2003,combo,dyn kill + dyn xf,combo,Y
5,tempLim,2,kill,2003,combo,dyn kill + dyn xf,combo,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,2003,combo,dyn kill + dyn xf,combo,Y
7,yMoistString,"0, 0, 0, 0, 0.05",kill,2003,combo,dyn kill + dyn xf,combo,Y
8,xTempString,"-3.5, 0",kill,2003,combo,dyn kill + dyn xf,combo,Y
9,yTempString,"0.1, 0",kill,2003,combo,dyn kill + dyn xf,combo,Y
10,moistDaysBefore,14,rue,2003,combo,dyn kill + dyn xf,combo,Y
11,moistDaysAfter,1,rue,2003,combo,dyn kill + dyn xf,combo,Y
12,moistMaxLayers,2,rue,2003,combo,dyn kill + dyn xf,combo,Y
13,coldStage,4,rue,2003,combo,dyn kill + dyn xf,combo,Y
14,coldTT,4,rue,2003,combo,dyn kill + dyn xf,combo,Y
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,2003,combo,dyn kill + dyn xf,combo,Y
16,ySurfaceOMString,"1, 1, 1, 1",rue,2003,combo,dyn kill + dyn xf,combo,Y
17,xMoistureString,"0, 1, 2",rue,2003,combo,dyn kill + dyn xf,combo,Y
18,yMoistureString,"1, 1, 1",rue,2003,combo,dyn kill + dyn xf,combo,Y
19,xTTString,"0, 15, 100",rue,2003,combo,dyn kill + dyn xf,combo,Y
